video_path,emotion_path,pose_path,label,split,class,video_id
dataset/data/processed/train/violent/-1l5631l3fg_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_01589.npy,dataset/data/pose/rwf2000/train/violent/-1l5631l3fg_0.npy,1,train,violent,-1l5631l3fg_0
dataset/data/processed/train/violent/-1l5631l3fg_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_00913.npy,dataset/data/pose/rwf2000/train/violent/-1l5631l3fg_1.npy,1,train,violent,-1l5631l3fg_1
dataset/data/processed/train/violent/-1l5631l3fg_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_00205.npy,dataset/data/pose/rwf2000/train/violent/-1l5631l3fg_2.npy,1,train,violent,-1l5631l3fg_2
dataset/data/processed/train/violent/0H2s9UJcNJ0_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_02428.npy,dataset/data/pose/rwf2000/train/violent/0H2s9UJcNJ0_0.npy,1,train,violent,0H2s9UJcNJ0_0
dataset/data/processed/train/violent/0H2s9UJcNJ0_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_02256.npy,dataset/data/pose/rwf2000/train/violent/0H2s9UJcNJ0_2.npy,1,train,violent,0H2s9UJcNJ0_2
dataset/data/processed/train/violent/0H2s9UJcNJ0_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_02009.npy,dataset/data/pose/rwf2000/train/violent/0H2s9UJcNJ0_3.npy,1,train,violent,0H2s9UJcNJ0_3
dataset/data/processed/train/violent/0H2s9UJcNJ0_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_01831.npy,dataset/data/pose/rwf2000/train/violent/0H2s9UJcNJ0_4.npy,1,train,violent,0H2s9UJcNJ0_4
dataset/data/processed/train/violent/0H2s9UJcNJ0_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_01146.npy,dataset/data/pose/rwf2000/train/violent/0H2s9UJcNJ0_5.npy,1,train,violent,0H2s9UJcNJ0_5
dataset/data/processed/train/violent/0NWz-01A2yk_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_02391.npy,dataset/data/pose/rwf2000/train/violent/0NWz-01A2yk_0.npy,1,train,violent,0NWz-01A2yk_0
dataset/data/processed/train/violent/0NWz-01A2yk_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_00841.npy,dataset/data/pose/rwf2000/train/violent/0NWz-01A2yk_1.npy,1,train,violent,0NWz-01A2yk_1
dataset/data/processed/train/violent/0TFi8D8IBg4_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_01902.npy,dataset/data/pose/rwf2000/train/violent/0TFi8D8IBg4_1.npy,1,train,violent,0TFi8D8IBg4_1
dataset/data/processed/train/violent/0_DzLlklZa0_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_02429.npy,dataset/data/pose/rwf2000/train/violent/0_DzLlklZa0_3.npy,1,train,violent,0_DzLlklZa0_3
dataset/data/processed/train/violent/0_DzLlklZa0_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/sad_00076.npy,dataset/data/pose/rwf2000/train/violent/0_DzLlklZa0_4.npy,1,train,violent,0_DzLlklZa0_4
dataset/data/processed/train/violent/0_DzLlklZa0_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/neutral_00825.npy,dataset/data/pose/rwf2000/train/violent/0_DzLlklZa0_5.npy,1,train,violent,0_DzLlklZa0_5
dataset/data/processed/train/violent/0_DzLlklZa0_6/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/non_violent/happy_00714.npy,dataset/data/pose/rwf2000/train/violent/0_DzLlklZa0_6.npy,1,train,violent,0_DzLlklZa0_6
